CD_MUNICIPIO;NR_ZONA;QT_VOTOS_BRANCOS;QT_VOTOS_NULOS;QT_VOTOS_TERCEIRA_VIA
12629;28;42;31;0.0
10359;28;62;73;0.0
11975;47;138;184;0.0
10243;13;54;107;0.0
10847;79;51;117;0.0
12416;34;78;112;0.0
12009;21;73;192;0.0
12386;20;76;214;0.0
11088;28;53;108;0.0
10880;88;42;104;0.0
10855;40;425;603;0.0
10936;64;327;904;0.0
12432;52;64;154;0.0
10405;74;35;80;0.0
12289;72;34;62;0.0
10740;49;121;68;0.0
10065;33;83;164;0.0
12211;16;1085;1116;0.0
11193;46;74;68;0.0
12122;38;74;158;0.0
10456;36;398;824;0.0
10227;94;173;363;0.0
10073;32;1300;2280;0.0
10030;52;242;402;0.0
10081;95;70;177;0.0
11193;46;74;102;0.0
12416;34;122;169;0.0
12394;7;93;194;0.0
10324;16;204;319;0.0
10693;48;223;673;0.0
10928;96;80;129;0.0
12432;52;48;113;0.0
10561;13;115;92;0.0
10030;52;299;372;0.0
10162;25;40;49;0.0
10227;94;75;131;0.0
10715;67;114;182;0.0
11576;12;1042;826;0.0
10367;68;171;224;0.0
11436;68;91;246;0.0
12599;14;26;20;0.0
10367;68;172;243;0.0
12513;62;204;191;0.0
10120;6;189;179;0.0
10170;89;61;126;0.0
12505;90;72;401;0.0
10235;6;1130;2018;0.0
10413;90;169;312;0.0
11550;38;570;1393;0.0
10324;16;124;129;0.0
12505;90;44;173;0.0
10391;33;299;406;0.0
11959;30;120;317;0.0
10685;13;96;305;0.0
12173;37;31;162;0.0
10901;47;41;105;0.0
10650;54;157;422;0.0
12254;18;497;1117;0.0
11312;35;169;486;0.0
10901;47;71;194;0.0
11495;8;209;407;0.0
11630;29;310;631;0.0
10057;47;97;434;0.0
11533;3;3402;3916;0.0
10588;95;76;52;0.0
10340;69;189;154;0.0
12521;48;46;142;0.0
12459;41;101;93;0.0
12181;56;51;149;0.0
11533;4;163;151;0.0
10634;26;192;182;0.0
12122;38;59;248;0.0
10014;30;134;209;0.0
10774;9;1624;1130;0.0
12556;57;117;77;0.0
10774;9;1418;1082;0.0
10707;69;44;83;0.0
10596;22;113;137;0.0
12190;2;4774;4744;0.0
10243;13;63;89;0.0
11479;59;162;309;0.0
12254;18;281;696;0.0
11630;29;394;428;0.0
10235;6;774;1055;0.0
12017;61;95;65;0.0
10480;62;54;98;0.0
12718;32;45;118;0.0
12360;71;154;317;0.0
11991;20;344;547;0.0
12459;41;92;160;0.0
11193;46;106;100;0.0
10782;62;148;193;0.0
10375;15;657;394;0.0
12149;71;93;146;0.0
12637;90;30;79;0.0
11657;21;616;714;0.0
12270;48;81;308;0.0
10804;79;21;102;0.0
12203;88;39;50;0.0
10006;11;134;182;0.0
11533;3;4638;3658;0.0
11673;11;2178;1564;0.0
11010;72;307;573;0.0
12122;38;106;360;0.0
12041;22;108;254;0.0
12165;56;62;216;0.0
12700;94;36;60;0.0
10014;30;93;192;0.0
10545;7;160;269;0.0
10456;36;281;564;0.0
10014;30;140;289;0.0
11436;68;155;388;0.0
10081;95;127;286;0.0
12190;2;5106;7024;0.0
11215;80;227;284;0.0
10448;74;34;45;0.0
12220;89;80;89;0.0
12190;98;5570;4404;0.0
11118;46;58;119;0.0
10278;74;145;158;0.0
10057;47;154;252;0.0
10014;30;108;133;0.0
11274;58;154;211;0.0
10928;96;105;139;0.0
10340;69;270;312;0.0
11010;72;211;368;0.0
12432;52;37;95;0.0
12190;98;4986;3988;0.0
10090;8;313;779;0.0
10669;6;164;352;0.0
12718;32;80;270;0.0
10960;69;59;204;0.0
11878;28;204;322;0.0
10049;44;190;313;0.0
12068;67;117;88;0.0
10731;41;823;996;0.0
10111;43;135;195;0.0
10251;35;76;182;0.0
10839;28;347;496;0.0
10332;67;60;156;0.0
10294;45;381;552;0.0
10537;53;744;1025;0.0
10324;16;119;219;0.0
12475;33;135;201;0.0
11410;12;41;110;0.0
10855;40;172;178;0.0
12513;62;245;253;0.0
12270;48;83;157;0.0
12696;53;216;157;0.0
11959;30;95;153;0.0
11177;67;70;98;0.0
12572;91;255;352;0.0
11770;44;84;141;0.0
10022;40;52;59;0.0
12580;58;98;220;0.0
10260;95;74;194;0.0
11053;25;166;197;0.0
11916;74;30;76;0.0
12068;67;106;155;0.0
12440;27;76;191;0.0
11371;18;82;215;0.0
10812;61;53;86;0.0
10006;11;121;214;0.0
10626;37;93;204;0.0
10430;96;575;536;0.0
12688;33;86;132;0.0
11690;49;189;206;0.0
12459;41;141;239;0.0
10502;95;58;90;0.0
12076;39;285;644;0.0
12173;37;17;75;0.0
12734;10;90;257;0.0
11711;74;43;84;0.0
10448;74;37;158;0.0
12483;52;40;92;0.0
10790;48;94;118;0.0
12394;7;78;103;0.0
11339;61;112;235;0.0
12408;27;49;118;0.0
12041;22;79;140;0.0
10332;67;90;121;0.0
11452;37;54;67;0.0
10278;74;131;114;0.0
12190;97;4329;4424;0.0
10758;72;53;107;0.0
12548;68;68;213;0.0
10456;36;288;336;0.0
10570;22;525;637;0.0
12106;39;204;453;0.0
10480;62;68;299;0.0
10880;88;36;87;0.0
10146;40;99;97;0.0
10650;54;255;645;0.0
12190;1;5243;6957;0.0
10472;71;347;625;0.0
10596;22;69;248;0.0
12653;30;33;61;0.0
11231;17;495;677;0.0
11975;47;156;133;0.0
12327;38;229;221;0.0
11010;72;199;253;0.0
10405;74;46;63;0.0
10456;36;295;354;0.0
10600;48;112;215;0.0
10090;8;273;321;0.0
12262;36;31;43;0.0
11991;20;551;537;0.0
10570;22;588;717;0.0
12408;27;72;94;0.0
12394;7;165;328;0.0
10367;68;225;517;0.0
10634;26;275;474;0.0
10600;48;79;150;0.0
10510;34;334;347;0.0
11517;26;119;156;0.0
10545;7;138;146;0.0
12548;68;28;67;0.0
11339;61;121;172;0.0
12106;39;156;116;0.0
12033;64;109;141;0.0
12300;26;36;102;0.0
11355;49;105;136;0.0
10154;14;37;75;0.0
12696;53;248;335;0.0
12211;16;723;1411;0.0
10383;19;115;171;0.0
12190;97;5087;4915;0.0
10626;37;59;130;0.0
10685;13;101;276;0.0
10669;6;107;129;0.0
10731;41;715;871;0.0
10340;69;176;130;0.0
10103;34;66;129;0.0
10715;67;82;124;0.0
10715;67;83;70;0.0
11738;15;71;95;0.0
12718;32;69;117;0.0
12610;35;48;56;0.0
11088;28;125;178;0.0
11711;74;38;121;0.0
10987;80;143;220;0.0
10847;79;57;161;0.0
12726;97;185;294;0.0
12700;94;34;35;0.0
12564;62;50;77;0.0
11312;35;120;211;0.0
11096;24;996;1204;0.0
11070;41;251;220;0.0
11355;49;125;74;0.0
10146;40;183;219;0.0
10197;61;51;101;0.0
12092;30;155;312;0.0
10766;15;101;128;0.0
11096;24;1432;1916;0.0
12629;28;72;110;0.0
11819;62;59;199;0.0
11932;94;108;202;0.0
10162;25;75;118;0.0
12637;90;44;172;0.0
10740;49;172;290;0.0
10405;74;56;64;0.0
10022;40;52;48;0.0
12297;95;95;92;0.0
10855;40;170;205;0.0
11398;5;690;767;0.0
11576;12;913;890;0.0
11657;21;436;802;0.0
10693;48;219;341;0.0
10766;15;163;240;0.0
11452;37;48;193;0.0
10413;90;111;188;0.0
10677;62;164;207;0.0
10260;95;41;110;0.0
11037;19;404;782;0.0
12467;19;137;158;0.0
11312;35;108;179;0.0
10669;6;105;202;0.0
10510;34;239;527;0.0
10383;19;124;335;0.0
12513;62;193;254;0.0
10065;33;91;122;0.0
10502;95;42;75;0.0
10197;61;58;53;0.0
12521;48;43;64;0.0
10901;47;62;59;0.0
11215;80;212;160;0.0
11932;94;96;113;0.0
12327;38;159;225;0.0
11150;27;369;405;0.0
12653;30;36;48;0.0
11533;4;138;123;0.0
10596;22;126;326;0.0
12025;5;67;78;0.0
12335;68;45;72;0.0
12424;54;78;92;0.0
12521;48;38;66;0.0
12700;94;35;34;0.0
11878;28;189;167;0.0
12025;5;58;140;0.0
10430;7;496;745;0.0
12319;29;103;179;0.0
11576;12;1212;1991;0.0
10421;38;237;768;0.0
12203;88;61;217;0.0
10553;90;110;307;0.0
10766;15;100;153;0.0
11177;67;56;151;0.0
10464;5;39;144;0.0
12190;63;2754;4485;0.0
10847;79;53;75;0.0
12017;61;96;67;0.0
10049;44;225;313;0.0
10170;89;90;99;0.0
10871;35;132;236;0.0
10383;19;184;500;0.0
12009;21;80;129;0.0
12220;89;74;130;0.0
11290;28;142;196;0.0
10812;61;63;78;0.0
12378;68;43;125;0.0
10421;38;142;445;0.0
11819;62;53;108;0.0
12106;39;148;207;0.0
10375;15;703;1045;0.0
12491;69;26;46;0.0
11959;30;64;137;0.0
11932;94;161;298;0.0
10820;4;293;280;0.0
12050;40;24;86;0.0
10910;52;88;70;0.0
11819;62;128;330;0.0
12424;54;67;183;0.0
10537;53;925;758;0.0
10316;47;154;214;0.0
10740;49;141;130;0.0
11452;37;48;85;0.0
10944;10;53;184;0.0
10790;48;43;126;0.0
10367;68;147;329;0.0
10332;67;91;279;0.0
12246;12;133;340;0.0
10642;36;58;74;0.0
12661;74;34;74;0.0
12092;30;113;467;0.0
10103;34;75;154;0.0
10081;95;62;88;0.0
10626;37;92;169;0.0
10766;15;91;111;0.0
10529;21;106;264;0.0
11037;19;354;576;0.0
10928;96;148;198;0.0
12017;61;131;165;0.0
10430;96;472;739;0.0
10731;41;685;1024;0.0
10197;61;67;200;0.0
11193;46;127;208;0.0
11355;49;129;349;0.0
10448;74;21;80;0.0
12203;88;42;120;0.0
10944;10;38;133;0.0
11894;90;41;60;0.0
11290;28;163;126;0.0
10910;52;113;114;0.0
10669;6;119;87;0.0
12386;20;70;76;0.0
12068;67;101;141;0.0
10790;48;74;124;0.0
12319;29;143;146;0.0
11371;18;77;129;0.0
12378;68;22;63;0.0
12572;91;207;159;0.0
10073;32;927;1108;0.0
12360;71;115;195;0.0
11339;61;187;389;0.0
10375;15;542;464;0.0
11894;90;52;61;0.0
12726;97;226;241;0.0
12130;56;523;1079;0.0
10979;57;109;296;0.0
10251;35;52;65;0.0
11070;41;182;342;0.0
10170;89;44;163;0.0
10804;79;18;49;0.0
11754;43;360;542;0.0
10723;19;237;468;0.0
10286;38;200;398;0.0
10359;28;105;208;0.0
10871;35;174;534;0.0
12343;94;64;212;0.0
11134;91;804;1510;0.0
11053;25;118;123;0.0
10430;96;488;602;0.0
10286;38;73;195;0.0
12548;68;20;71;0.0
11797;72;90;121;0.0
12220;89;69;329;0.0
11517;26;113;267;0.0
12653;30;41;60;0.0
10073;32;1209;1161;0.0
12440;27;53;130;0.0
10952;64;176;287;0.0
11096;24;1021;915;0.0
11991;20;280;445;0.0
10219;88;166;250;0.0
11711;74;66;172;0.0
11690;49;236;479;0.0
11614;89;170;558;0.0
10430;96;770;1143;0.0
10308;43;62;195;0.0
10707;69;71;133;0.0
12670;33;55;125;0.0
11894;90;84;141;0.0
12181;56;95;225;0.0
10740;49;110;185;0.0
11673;11;1721;1830;0.0
12173;37;34;71;0.0
10049;44;290;552;0.0
11177;67;98;222;0.0
12416;34;188;310;0.0
10286;38;107;274;0.0
11479;59;102;105;0.0
12530;36;49;64;0.0
10502;95;39;70;0.0
10332;67;76;127;0.0
10073;32;835;1423;0.0
12084;59;75;221;0.0
10294;45;521;1127;0.0
12335;68;89;169;0.0
12190;63;4847;7018;0.0
10650;54;285;383;0.0
10804;79;15;31;0.0
12602;72;28;45;0.0
10154;14;51;59;0.0
10936;64;169;500;0.0
11258;58;12;42;0.0
11118;46;51;139;0.0
11053;25;109;142;0.0
12157;37;98;315;0.0
12580;58;72;121;0.0
12190;98;3058;4106;0.0
12122;38;82;123;0.0
11096;24;1186;1107;0.0
10260;95;53;88;0.0
10421;38;158;350;0.0
10022;40;79;174;0.0
10510;34;422;891;0.0
12564;62;47;140;0.0
10693;48;206;255;0.0
10529;21;76;123;0.0
12114;13;741;634;0.0
12211;16;920;1107;0.0
12203;88;36;58;0.0
12190;97;4458;6620;0.0
10618;59;187;208;0.0
12386;20;58;81;0.0
12602;72;38;88;0.0
12033;64;163;295;0.0
11797;72;82;184;0.0
12041;22;66;162;0.0
12440;27;68;89;0.0
10413;90;126;168;0.0
11231;17;627;1545;0.0
12548;68;37;133;0.0
11711;74;51;73;0.0
10308;43;46;137;0.0
12661;74;40;61;0.0
10995;57;407;771;0.0
10359;28;48;98;0.0
12114;13;694;557;0.0
10227;94;93;125;0.0
11010;72;240;170;0.0
11657;21;675;675;0.0
11797;72;88;133;0.0
12475;33;90;136;0.0
10383;19;112;229;0.0
12181;56;53;96;0.0
11819;62;53;120;0.0
12262;36;31;86;0.0
11088;28;75;62;0.0
12165;56;58;108;0.0
12475;33;92;120;0.0
11851;59;153;283;0.0
77755;107;461;605;0.0
75655;69;4119;3608;0.0
77518;73;3429;3047;0.0
79839;126;230;307;0.0
74012;82;194;96;0.0
76279;19;134;88;0.0
77518;73;3255;1216;0.0
77810;13;258;112;0.0
77852;153;184;65;0.0
75582;92;81;33;0.0
75698;92;643;817;0.0
77038;100;36;48;0.0
74071;171;3340;3651;0.0
76236;93;602;951;0.0
77437;91;309;394;0.0
74209;97;110;192;0.0
75116;168;794;855;0.0
75019;7;517;539;0.0
76775;60;2014;1129;0.0
77038;100;28;13;0.0
78352;21;193;105;0.0
79995;123;162;107;0.0
74110;128;300;145;0.0
74195;57;849;639;0.0
74942;7;224;100;0.0
78875;12;2143;832;0.0
76155;81;200;147;0.0
77690;155;4733;1799;0.0
79332;98;585;756;0.0
75213;50;773;659;0.0
75647;114;159;75;0.0
76295;24;2148;928;0.0
79316;86;236;425;0.0
75442;111;654;755;0.0
76619;26;97;232;0.0
79677;127;199;307;0.0
74659;159;94;217;0.0
75035;103;970;1140;0.0
74292;164;974;970;0.0
74594;48;448;443;0.0
75094;47;555;498;0.0
75353;1;5793;4014;0.0
75345;53;222;82;0.0
75744;136;144;78;0.0
74721;92;80;44;0.0
75574;65;273;406;0.0
75876;161;791;1179;0.0
79839;126;132;235;0.0
75973;29;1276;1146;0.0
78050;130;748;865;0.0
75353;2;6032;6547;0.0
75744;136;166;340;0.0
74535;77;772;913;0.0
76210;36;606;666;0.0
78212;156;1862;553;0.0
75191;79;105;82;0.0
75426;29;415;158;0.0
78913;132;339;213;0.0
75175;99;221;243;0.0
74659;159;63;143;0.0
79090;72;108;104;0.0
79979;120;270;435;0.0
75450;69;158;100;0.0
79936;148;267;137;0.0
74616;70;239;146;0.0
75124;83;78;45;0.0
75167;131;95;28;0.0
75353;177;6587;4030;0.0
79430;20;1077;506;0.0
77771;15;5455;2823;0.0
74233;12;436;179;0.0
76830;121;1571;825;0.0
74063;148;196;100;0.0
74969;203;236;300;0.0
75574;65;510;614;0.0
74381;126;62;107;0.0
77151;72;54;70;0.0
77194;169;186;394;0.0
75132;186;4073;3982;0.0
79499;117;176;106;0.0
75795;64;139;86;0.0
74560;121;102;54;0.0
75469;69;64;19;0.0
79596;136;124;69;0.0
79898;118;286;142;0.0
75418;115;1884;617;0.0
76651;150;140;117;0.0
74659;159;69;73;0.0
74403;120;73;34;0.0
76910;66;3727;2419;0.0
75310;91;181;96;0.0
75566;65;107;36;0.0
78450;150;340;236;0.0
74225;203;569;203;0.0
78557;20;246;93;0.0
75434;154;278;212;0.0
77615;144;715;335;0.0
75000;122;259;125;0.0
75566;65;105;53;0.0
79391;71;88;30;0.0
75230;126;651;302;0.0
79251;199;657;666;0.0
75191;79;156;237;0.0
76759;102;1297;1200;0.0
76953;140;803;650;0.0
74985;134;141;311;0.0
79499;117;234;302;0.0
74160;73;132;163;0.0
77771;14;3936;4480;0.0
76554;70;103;236;0.0
74543;76;200;300;0.0
74586;45;196;294;0.0
77712;38;828;1010;0.0
75620;136;80;40;0.0
74187;128;74;28;0.0
76350;70;935;606;0.0
76996;118;519;205;0.0
77151;72;21;17;0.0
74039;48;114;73;0.0
74535;77;599;397;0.0
76058;97;434;246;0.0
78190;76;71;53;0.0
78379;162;441;139;0.0
74829;94;26;16;0.0
75515;116;109;68;0.0
77372;134;299;142;0.0
77836;85;76;40;0.0
77976;85;248;127;0.0
76813;196;360;171;0.0
78190;76;57;51;0.0
78255;59;3629;1909;0.0
79936;148;258;134;0.0
76198;96;90;56;0.0
84590;132;127;70;0.0
74284;129;97;61;0.0
75590;150;51;41;0.0
74438;182;958;473;0.0
79510;123;789;447;0.0
76430;93;392;188;0.0
75078;127;397;232;0.0
75400;129;88;36;0.0
74187;128;102;196;0.0
75175;99;345;526;0.0
78557;20;361;402;0.0
77798;65;588;699;0.0
78395;58;149;197;0.0
74349;140;233;290;0.0
75612;120;295;446;0.0
77178;35;150;188;0.0
75370;119;822;875;0.0
78255;59;2743;2978;0.0
79197;105;350;600;0.0
74632;110;172;304;0.0
74470;133;435;637;0.0
79316;86;158;306;0.0
74047;143;120;164;0.0
75140;38;110;160;0.0
74594;48;655;258;0.0
78352;21;183;235;0.0
78859;199;4626;4883;0.0
75353;1;4312;5845;0.0
79073;21;752;1004;0.0
79278;75;3429;4378;0.0
74497;131;292;90;0.0
78832;20;154;110;0.0
76511;82;53;42;0.0
74837;31;2155;2562;0.0
76490;55;523;361;0.0
79634;194;1836;708;0.0
74730;28;318;233;0.0
79715;129;844;1220;0.0
78778;52;869;209;0.0
79618;149;162;124;0.0
75590;150;75;136;0.0
74624;121;156;186;0.0
75639;147;4460;4857;0.0
74004;132;93;178;0.0
75582;92;159;179;0.0
74810;9;7472;6307;0.0
76473;80;534;751;0.0
74330;76;389;395;0.0
74179;130;583;568;0.0
75850;6;184;281;0.0
79812;165;189;94;0.0
74438;182;946;475;0.0
75833;43;4775;1956;0.0
74667;67;103;48;0.0
74470;133;394;195;0.0
84654;142;217;95;0.0
75736;105;189;115;0.0
75590;150;47;92;0.0
74799;11;234;315;0.0
76899;86;270;148;0.0
79790;124;133;208;0.0
79154;111;2453;2247;0.0
74225;203;496;215;0.0
74136;77;315;187;0.0
78077;62;853;330;0.0
74500;124;85;50;0.0
74322;144;8055;3337;0.0
76171;73;649;645;0.0
75132;186;6336;2637;0.0
78697;63;225;184;0.0
79839;126;224;108;0.0
79413;84;362;250;0.0
75531;71;189;95;0.0
75515;116;108;63;0.0
78239;11;1418;1344;0.0
75124;83;60;43;0.0
74675;76;407;205;0.0
77798;65;431;199;0.0
76910;137;5191;2794;0.0
78751;132;317;554;0.0
79219;125;464;633;0.0
76317;64;489;561;0.0
76635;85;426;636;0.0
76872;81;1254;1340;0.0
75140;38;179;59;0.0
75248;32;202;55;0.0
79235;17;973;901;0.0
75221;139;1094;451;0.0
74080;143;572;466;0.0
74217;6;787;757;0.0
75469;69;117;182;0.0
75043;188;5614;4896;0.0
75086;196;48;131;0.0
75957;67;142;237;0.0
76430;93;395;604;0.0
74837;31;3091;1518;0.0
74926;117;103;41;0.0
74489;93;101;67;0.0
78891;122;850;1201;0.0
79979;120;377;546;0.0
78034;84;83;183;0.0
79715;129;554;811;0.0
79995;123;113;199;0.0
79618;149;142;206;0.0
76473;80;379;506;0.0
78638;99;61;28;0.0
79014;54;723;431;0.0
75698;92;1053;404;0.0
74179;130;695;326;0.0
75078;127;373;216;0.0
79910;83;164;106;0.0
78417;63;73;228;0.0
76830;121;1751;1919;0.0
75779;127;42;76;0.0
76031;36;659;702;0.0
75507;142;123;233;0.0
74292;164;1259;437;0.0
84719;148;133;72;0.0
78530;109;418;238;0.0
75809;183;290;89;0.0
76953;140;741;245;0.0
79553;163;1086;1340;0.0
74012;82;228;401;0.0
77410;100;474;691;0.0
74780;112;165;205;0.0
74675;76;482;472;0.0
75477;116;397;522;0.0
76333;18;1975;1613;0.0
75116;168;442;488;0.0
79693;135;295;394;0.0
75671;153;566;174;0.0
76678;41;5694;4068;0.0
77810;13;292;243;0.0
78131;23;734;876;0.0
78956;35;297;520;0.0
74209;97;74;157;0.0
77178;35;109;150;0.0
74020;166;304;310;0.0
78077;62;652;625;0.0
75892;79;851;1045;0.0
76910;192;3210;4313;0.0
77593;107;136;198;0.0
76678;41;3856;5539;0.0
74993;159;565;732;0.0
78611;87;59;164;0.0
79456;115;400;424;0.0
75485;134;76;247;0.0
75388;203;247;369;0.0
75418;115;1347;1115;0.0
75280;133;90;41;0.0
75353;174;7626;4714;0.0
75531;71;175;96;0.0
75574;65;296;154;0.0
75710;90;963;313;0.0
78891;122;694;410;0.0
75299;86;621;399;0.0
74810;9;7903;3779;0.0
74403;120;78;30;0.0
74390;67;995;608;0.0
75221;139;1052;453;0.0
74098;87;478;246;0.0
75353;2;8304;5075;0.0
84514;203;425;178;0.0
77739;94;78;54;0.0
74020;166;215;67;0.0
77496;72;2073;1224;0.0
77631;19;194;106;0.0
75299;86;859;1121;0.0
75558;154;204;309;0.0
77771;139;3868;4028;0.0
75604;160;167;206;0.0
78816;151;275;351;0.0
74187;128;72;118;0.0
75671;153;438;395;0.0
78891;122;545;888;0.0
77712;38;903;418;0.0
75485;134;68;42;0.0
74357;50;9855;4716;0.0
79855;126;693;735;0.0
76317;64;790;766;0.0
77399;124;1121;1080;0.0
75051;88;1974;2450;0.0
79014;54;850;1129;0.0
75647;114;158;223;0.0
79510;123;812;938;0.0
74101;126;77;159;0.0
75132;49;5876;5071;0.0
77810;13;238;219;0.0
78417;63;55;178;0.0
75213;50;1225;493;0.0
77070;92;383;187;0.0
79553;163;862;383;0.0
75779;127;43;19;0.0
77151;72;23;15;0.0
78972;149;205;125;0.0
79170;173;642;295;0.0
78450;150;343;558;0.0
77976;85;175;119;0.0
79731;127;164;211;0.0
76350;70;607;811;0.0
76910;137;3201;4130;0.0
75434;154;175;279;0.0
75329;163;152;287;0.0
74403;120;88;182;0.0
76252;154;89;137;0.0
78590;22;1646;1596;0.0
79472;73;204;215;0.0
75230;126;523;576;0.0
75256;26;1267;1740;0.0
75353;4;5165;7123;0.0
77054;65;41;53;0.0
84590;132;88;214;0.0
75108;93;49;115;0.0
74934;68;6550;3121;0.0
79979;120;334;196;0.0
84697;114;222;133;0.0
74144;115;50;21;0.0
75507;142;179;113;0.0
76899;86;385;160;0.0
77496;72;2259;1201;0.0
75027;162;156;37;0.0
74985;134;134;33;0.0
74241;115;97;111;0.0
75531;71;158;233;0.0
79952;162;265;263;0.0
77615;144;576;646;0.0
74926;117;127;163;0.0
74250;28;5585;6303;0.0
77992;116;162;239;0.0
77038;100;75;116;0.0
76295;24;2281;2151;0.0
77097;51;730;763;0.0
75671;153;506;193;0.0
74306;183;78;48;0.0
84670;147;666;305;0.0
78956;35;196;115;0.0
77470;91;40;23;0.0
75299;86;758;409;0.0
75558;154;190;135;0.0
74764;165;144;217;0.0
76414;149;327;428;0.0
77437;91;478;610;0.0
77453;5;6352;5061;0.0
74551;153;1052;1125;0.0
74748;45;257;309;0.0
74578;170;124;180;0.0
74870;107;515;615;0.0
76694;159;135;218;0.0
75396;96;177;237;0.0
74918;56;593;375;0.0
78174;62;519;385;0.0
75159;95;1006;858;0.0
78794;102;143;73;0.0
74063;148;217;98;0.0
75400;129;131;214;0.0
74993;159;312;396;0.0
78573;83;437;522;0.0
74373;35;503;613;0.0
74748;45;455;708;0.0
79111;86;611;788;0.0
76678;157;6020;8091;0.0
74276;61;5031;5584;0.0
74918;56;488;674;0.0
75817;112;310;425;0.0
75639;147;3203;3666;0.0
77879;71;165;186;0.0
76651;150;117;118;0.0
74586;45;270;177;0.0
75973;29;1606;547;0.0
76872;81;2054;931;0.0
78492;94;278;163;0.0
76678;42;4082;2990;0.0
74306;183;67;37;0.0
77976;85;295;519;0.0
75353;1;4858;5420;0.0
77631;19;230;361;0.0
78654;159;124;231;0.0
79375;33;2442;2224;0.0
74128;150;71;150;0.0
75361;168;126;129;0.0
76210;36;445;452;0.0
78050;130;520;268;0.0
74217;6;505;259;0.0
75370;119;642;291;0.0
78794;102;121;182;0.0
79855;126;536;601;0.0
75353;174;4817;6546;0.0
75302;135;55;107;0.0
75914;80;2480;3024;0.0
79898;118;180;304;0.0
78697;63;175;362;0.0
76597;45;875;1001;0.0
78514;130;407;141;0.0
77593;107;135;72;0.0
78271;141;380;170;0.0
75930;172;256;112;0.0
76457;91;26;44;0.0
74500;124;99;162;0.0
74705;118;102;229;0.0
74497;131;371;471;0.0
75183;44;177;221;0.0
75760;196;145;388;0.0
76090;141;373;672;0.0
79014;54;533;795;0.0
79138;53;276;401;0.0
75205;182;791;928;0.0
74381;126;38;24;0.0
74462;172;167;111;0.0
78638;99;74;28;0.0
78735;87;216;86;0.0
75787;151;111;67;0.0
74268;112;71;29;0.0
74373;35;464;251;0.0
74446;156;1845;413;0.0
79715;129;667;398;0.0
74110;128;234;282;0.0
76899;86;241;321;0.0
77674;27;1366;982;0.0
77771;139;4744;4150;0.0
79731;127;226;321;0.0
79758;96;265;476;0.0
74616;70;269;429;0.0
78450;150;238;423;0.0
74004;132;63;24;0.0
75116;168;682;197;0.0
77135;95;160;80;0.0
74667;67;98;51;0.0
75019;7;954;310;0.0
75663;146;295;115;0.0
76791;144;1595;1389;0.0
78239;11;2109;1518;0.0
78913;132;387;535;0.0
74489;93;107;249;0.0
78956;35;184;271;0.0
77135;95;133;120;0.0
74888;48;183;56;0.0
74764;165;101;132;0.0
77950;195;967;508;0.0
78530;109;402;249;0.0
79138;53;348;172;0.0
79278;75;4345;2199;0.0
76317;64;646;321;0.0
79294;19;277;202;0.0
76198;96;75;54;0.0
74039;48;118;238;0.0
77550;37;372;358;0.0
74780;112;97;123;0.0
78131;23;653;422;0.0
78336;131;171;48;0.0
79073;21;1132;741;0.0
75353;145;10980;5792;0.0
76910;192;5073;3199;0.0
78670;100;178;105;0.0
75663;146;287;100;0.0
78751;132;282;134;0.0
79596;136;116;82;0.0
75388;203;135;72;0.0
79995;123;103;101;0.0
75353;2;6987;4462;0.0
76635;85;466;269;0.0
79235;17;1075;359;0.0
74934;68;6340;3037;0.0
74934;143;5643;2784;0.0
75175;99;244;100;0.0
77771;139;4217;2171;0.0
74454;58;939;502;0.0
76392;79;165;102;0.0
78999;119;277;426;0.0
76236;93;988;1373;0.0
76910;192;4290;4751;0.0
75140;38;235;323;0.0
79871;166;341;360;0.0
79650;120;368;469;0.0
76490;55;417;570;0.0
75540;45;69;102;0.0
79910;83;146;106;0.0
76031;36;815;369;0.0
76791;144;1451;715;0.0
75760;196;136;74;0.0
76031;36;891;844;0.0
79537;113;821;1283;0.0
76996;118;412;499;0.0
79790;124;163;72;0.0
78670;100;118;72;0.0
79375;33;2839;1185;0.0
75132;186;7253;2774;0.0
77992;116;121;69;0.0
76619;26;64;58;0.0
79650;120;406;181;0.0
78778;52;1335;906;0.0
74845;149;45;30;0.0
76554;70;132;88;0.0
77674;27;1796;526;0.0
76694;159;133;123;0.0
76678;42;3201;4037;0.0
77712;38;1466;1774;0.0
75698;92;1029;1211;0.0
76554;70;154;279;0.0
77313;154;2207;2184;0.0
74284;129;116;148;0.0
78514;130;350;346;0.0
74144;115;52;68;0.0
76813;196;288;426;0.0
74063;148;150;241;0.0
76678;42;2845;4066;0.0
78158;82;353;401;0.0
74608;63;117;173;0.0
76139;57;150;78;0.0
77038;100;47;10;0.0
84573;119;267;116;0.0
75019;7;1126;1029;0.0
79332;98;842;1054;0.0
76350;70;932;1016;0.0
74888;48;220;332;0.0
78115;39;1034;467;0.0
75477;116;267;126;0.0
76732;170;458;212;0.0
77470;91;45;28;0.0
78573;83;348;185;0.0
75396;96;155;82;0.0
75353;1;6651;4461;0.0
76813;196;409;165;0.0
74683;121;83;115;0.0
79995;123;175;314;0.0
75930;172;298;432;0.0
84514;203;462;659;0.0
79910;83;156;235;0.0
78379;162;504;334;0.0
75442;111;400;461;0.0
76279;19;119;209;0.0
76910;66;2793;3466;0.0
77291;102;96;150;0.0
84514;203;283;356;0.0
77259;96;365;418;0.0
74314;74;395;548;0.0
